fase;inde;iaa;ieg;ips;ida;ipv;ian;defasagem;ano;pedra;genero;instituicao_ensino;ano_nascimento;ipp;idade;escola_publica;genero_binario;perfil_defasagem
2;6,611485714;7,5;7,6;10,0;3,8;6,9;5,0;-1;2024;Agata;Feminino;Pública;2011;7,1;13;1;0;Moderada
2;4,980071429;0,0;6,6;5,6;3,0;6,6;5,0;-1;2024;Quartzo;Feminino;Pública;2012;6,7;12;1;0;Moderada
2;7,336319048;9,0;8,3;6,9;4,5;7,3;10,0;0;2024;Ametista;Masculino;Pública;2013;7,3;11;1;1;Em fase
2;8,626866667;9,0;10,0;7,5;7,8;8,2;10,0;0;2024;Topázio;Masculino;Pública;2012;7,9;12;1;1;Em fase
2;7,123485714;8,5;7,8;6,3;6,5;7,7;5,0;-1;2024;Ametista;Feminino;Pública;2012;7,5;12;1;0;Moderada
2;7,70422381;8,0;5,9;7,5;7,8;8,3;10,0;0;2024;Ametista;Feminino;Pública;2014;7,7;10;1;0;Em fase
2;6,644255556;8,0;7,8;7,5;3,5;7,8;5,0;-1;2024;Agata;Feminino;Pública;2012;7,7;12;1;0;Moderada
2;5,266128572;7,0;6,6;4,4;4,3;4,9;5,0;-1;2024;Quartzo;Masculino;Pública;2010;4,8;14;1;1;Moderada
2;8,492914286;9,5;9,5;7,5;7,8;7,9;10,0;0;2024;Topázio;Masculino;Pública;2012;7,5;12;1;1;Em fase
2;6,643252381;7,9;7,8;7,5;4,0;5,7;10,0;0;2024;Agata;Feminino;Pública;2013;6,0;11;1;0;Em fase
2;6,578604762;8,5;5,6;6,3;5,3;8,1;5,0;-1;2024;Agata;Feminino;Pública;2011;8,1;13;1;0;Moderada
2;4,496080952;7,5;6,1;5,6;1,0;3,5;5,0;-1;2024;Quartzo;Feminino;Privada - Programa de apadrinhamento;2009;5,6;15;0;0;Moderada
2;6,01977619;3,5;8,0;7,5;2,8;7,7;5,0;-1;2024;Agata;Feminino;Pública;2011;7,3;13;1;0;Moderada
2;8,986533333;9,5;10,0;8,1;7,5;9,5;10,0;0;2024;Topázio;Masculino;Pública;2013;8,3;11;1;1;Em fase
2;7,482680952;7,4;7,8;7,5;5,3;8,0;10,0;0;2024;Ametista;Feminino;Pública;2013;7,7;11;1;0;Em fase
2;5,879073684;8,8;7,3;7,5;3,3;5,2;5,0;-1;2024;Quartzo;Feminino;Pública;2012;6,0;12;1;0;Moderada
2;8,033366667;7,5;8,1;7,5;7,5;8,2;10,0;0;2024;Topázio;Masculino;Pública;2013;7,7;11;1;1;Em fase
2;6,995247619;7,5;9,0;7,5;5,3;7,2;5,0;-1;2024;Agata;Masculino;Pública;2011;7,1;13;1;1;Moderada
2;8,220866667;9,5;10,0;7,5;5,3;8,4;10,0;0;2024;Topázio;Feminino;Pública;2013;7,9;11;1;0;Em fase
2;9,498580952;9,5;9,5;9,4;9,5;9,6;10,0;0;2024;Topázio;Feminino;Pública;2014;9,0;10;1;0;Em fase
2;8,040259524;8,0;8,8;6,9;7,3;7,5;10,0;0;2024;Topázio;Feminino;Pública;2013;8,4;11;1;0;Em fase
2;7,260202381;6,3;8,1;7,5;5,0;7,4;10,0;0;2024;Ametista;Feminino;Pública;2012;7,8;12;1;0;Em fase
2;6,665390476;8,0;8,3;7,5;3,8;7,3;5,0;-1;2024;Agata;Masculino;Pública;2012;7,5;12;1;1;Moderada
2;6,784805263;9,5;7,5;7,5;3,3;6,3;10,0;0;2024;Agata;Masculino;Pública;2012;6,9;12;1;1;Em fase
2;7,345521429;9,5;7,8;6,3;5,0;7,4;10,0;0;2024;Ametista;Masculino;Pública;2012;7,2;12;1;1;Em fase
2;7,57947381;8,5;9,0;7,5;4,8;7,5;10,0;0;2024;Ametista;Masculino;Pública;2012;7,2;12;1;1;Em fase
2;6,219580952;9,0;7,6;4,4;3,0;6,0;10,0;0;2024;Agata;Feminino;Pública;2013;5,6;11;1;0;Em fase
2;6,871961905;10,0;9,3;7,5;2,8;7,3;5,0;-1;2024;Agata;Feminino;Pública;2012;7,5;12;1;0;Moderada
2;7,624366667;8,5;10,0;7,5;6,5;7,1;5,0;-1;2024;Ametista;Feminino;Pública;2010;8,1;14;1;0;Moderada
2;9,074561111;8,5;9,7;7,5;10,0;8,1;10,0;0;2024;Topázio;Masculino;Pública;2012;9,1;12;1;1;Em fase
2;7,288424359;8,0;7,8;7,5;6,3;7,6;5,0;-1;2024;Ametista;Feminino;Pública;2011;9,1;13;1;0;Moderada
2;8,273984461;7,5;9,2;7,5;7,3;8,0;10,0;0;2024;Topázio;Masculino;Pública;2013;8,8;11;1;1;Em fase
2;7,740191604;7,4;8,3;4,4;8,0;7,6;10,0;0;2024;Ametista;Masculino;Pública;2012;7,8;12;1;1;Em fase
2;7,334466667;7,4;8,8;7,5;5,8;7,8;5,0;-1;2024;Ametista;Masculino;Pública;2011;8,8;13;1;1;Moderada
2;8,677711905;8,0;9,5;7,5;9,0;7,9;10,0;0;2024;Topázio;Masculino;Pública;2013;8,4;11;1;1;Em fase
2;8,277947494;7,0;8,0;7,5;8,8;8,2;10,0;0;2024;Topázio;Masculino;Privada;2013;8,4;11;0;1;Em fase
2;8,21372381;10,0;7,4;7,5;7,5;8,1;10,0;0;2024;Topázio;Masculino;Pública;2012;8,8;12;1;1;Em fase
2;8,502330952;9,0;9,8;3,8;8,0;8,8;10,0;0;2024;Topázio;Feminino;Privada - Programa de Apadrinhamento;2014;9,1;10;0;0;Em fase
2;8,836711278;9,0;9,0;7,5;9,3;8,3;10,0;0;2024;Topázio;Masculino;Pública;2012;8,8;12;1;1;Em fase
2;8,128102882;8,5;9,0;7,5;7,0;7,4;10,0;0;2024;Topázio;Feminino;Pública;2012;8,4;12;1;0;Em fase
2;8,140366667;9,0;10,0;7,5;6,0;7,4;10,0;0;2024;Topázio;Feminino;Pública;2013;8,1;11;1;0;Em fase
2;7,459755556;8,5;9,4;7,5;4,8;8,2;5,0;-1;2024;Ametista;Masculino;Pública;2011;8,8;13;1;1;Moderada
2;5,967421532;8,0;6,4;6,3;5,0;5,4;5,0;-1;2024;Quartzo;Feminino;Pública;2012;6,9;12;1;0;Moderada
2;7,404455435;10,0;7,2;7,5;7,5;7,2;5,0;-1;2024;Ametista;Masculino;Pública;2011;7,7;13;1;1;Moderada
2;7,036624134;9,2;8,2;5,6;6,8;6,5;5,0;-1;2024;Ametista;Masculino;Pública;2012;7,7;12;1;1;Moderada
2;8,773575;8,5;10,0;7,5;8,8;8,1;10,0;0;2024;Topázio;Masculino;Pública;2012;8,0;12;1;1;Em fase
2;7,964846739;7,5;9,8;6,9;6,8;7,6;10,0;0;2024;Ametista;Masculino;Pública;2014;7,0;10;1;1;Em fase
2;6,539818789;10,0;7,2;6,3;5,8;5,9;5,0;-1;2024;Agata;Masculino;Pública;2012;6,4;12;1;1;Moderada
2;6,296455435;7,0;8,7;4,4;5,3;5,8;5,0;-1;2024;Agata;Feminino;Pública;2011;7,0;13;1;0;Moderada
2;4,770487338;9,5;4,2;4,4;2,5;4,8;5,0;-1;2024;Quartzo;Feminino;Pública;2012;5,8;12;1;0;Moderada
2;5,870196429;0,0;7,1;6,3;3,3;7,0;10,0;0;2024;Quartzo;Feminino;Pública;2012;7,7;12;1;0;Em fase
2;6,497561842;7,9;7,7;4,4;6,5;6,4;5,0;-1;2024;Agata;Feminino;Pública;2012;6,4;12;1;0;Moderada
2;7,966711905;7,5;9,5;7,5;7,0;7,2;10,0;0;2024;Ametista;Feminino;Pública;2013;7,2;11;1;0;Em fase
2;6,985788509;9,5;7,3;7,5;6,3;6,8;5,0;-1;2024;Agata;Masculino;Pública;2010;7,2;14;1;1;Moderada
2;8,898602692;9,0;9,5;8,1;8,3;8,8;10,0;0;2024;Topázio;Feminino;Pública;2014;8,8;10;1;0;Em fase
2;6,689320601;9,5;8,4;5,6;5,3;6,4;5,0;-1;2024;Agata;Masculino;Pública;2011;6,6;13;1;1;Moderada
2;7,788846739;8,0;9,8;6,3;8,0;7,7;5,0;-1;2024;Ametista;Feminino;Pública;2012;7,7;12;1;0;Moderada
2;6,223637371;7,5;6,0;5,6;6,8;6,0;5,0;-1;2024;Agata;Masculino;Pública;2011;6,6;13;1;1;Moderada
2;7,861995031;8,5;7,8;7,5;7,3;7,5;10,0;0;2024;Ametista;Masculino;Pública;2012;7,5;12;1;1;Em fase
2;6,813364079;8,0;8,0;5,6;6,8;6,4;5,0;-1;2024;Agata;Feminino;Pública;2012;7,2;12;1;0;Moderada
2;7,467500983;8,0;7,5;7,5;6,8;6,8;10,0;0;2024;Ametista;Masculino;Pública;2013;7,0;11;1;1;Em fase
2;5,465366201;0,0;6,9;6,3;4,0;7,0;5,0;-1;2024;Quartzo;Masculino;Pública;2011;7,7;13;1;1;Moderada
2;8,469548861;8,5;8,7;6,9;9,3;8,0;10,0;0;2024;Topázio;Feminino;Pública;2013;7,5;11;1;0;Em fase
2;7,384207505;8,0;8,0;5,6;7,5;6,3;10,0;0;2024;Ametista;Feminino;Pública;2013;6,7;11;1;0;Em fase
2;8,284130383;10,0;9,1;7,5;7,0;7,7;10,0;0;2024;Topázio;Feminino;Pública;2012;7,7;12;1;0;Em fase
2;8,93195;8,5;10,0;7,5;9,3;8,5;10,0;0;2024;Topázio;Feminino;Pública;2012;7,8;12;1;0;Em fase
2;6,62915911;8,5;5,8;5,6;8,0;6,5;5,0;-1;2024;Agata;Feminino;Pública;2012;6,6;12;1;0;Moderada
2;7,928152122;9,0;8,9;7,5;9,3;7,2;5,0;-1;2024;Ametista;Feminino;Pública;2012;7,0;12;1;0;Moderada
2;7,083301553;7,4;8,2;5,6;8,8;6,2;5,0;-1;2024;Ametista;Masculino;Pública;2012;6,6;12;1;1;Moderada
2;6,035771224;10,0;6,3;7,5;3,3;5,8;5,0;-1;2024;Agata;Masculino;Pública;2011;7,0;13;1;1;Moderada
2;8,469255556;8,0;7,2;6,9;9,5;8,7;10,0;0;2024;Topázio;Feminino;Pública;2012;9,2;12;1;0;Em fase
2;8,578533333;9,0;10,0;7,5;8,5;7,4;10,0;0;2024;Topázio;Feminino;Pública;2013;7,5;11;1;0;Em fase
2;7,426572549;10,0;6,6;7,5;6,3;6,4;10,0;0;2024;Ametista;Masculino;Pública;2013;8,3;11;1;1;Em fase
2;5,309825313;9,0;5,3;3,8;2,8;4,7;10,0;0;2024;Quartzo;Feminino;Pública;2013;5,0;11;1;0;Em fase
2;7,964638597;8,0;7,5;7,5;8,5;7,3;10,0;0;2024;Ametista;Feminino;Pública;2013;7,5;11;1;0;Em fase
2;7,413901754;9,0;8,1;7,5;5,0;7,0;10,0;0;2024;Ametista;Feminino;Pública;2013;7,5;11;1;0;Em fase
2;7,549644444;8,0;9,7;7,5;7,3;6,8;5,0;-1;2024;Ametista;Masculino;Pública;2011;7,5;13;1;1;Moderada
2;8,6102;9,0;10,0;6,3;8,5;8,2;10,0;0;2024;Topázio;Masculino;Privada - Programa de Apadrinhamento;2013;7,5;11;0;1;Em fase
2;8,705811111;10,0;9,5;5,6;9,5;7,9;10,0;1;2024;Topázio;Feminino;Pública;2014;7,5;10;1;0;Em fase
2;7,7642;9,5;8,5;7,5;8,3;7,3;5,0;-1;2024;Ametista;Masculino;Pública;2011;7,5;13;1;1;Moderada
2;7,903311111;8,5;7,4;7,5;8,0;7,3;10,0;0;2024;Ametista;Masculino;Pública;2014;7,5;10;1;1;Em fase
2;7,678917391;9,0;7,1;7,5;6,3;7,8;10,0;0;2024;Ametista;Masculino;Pública;2012;8,1;12;1;1;Em fase
2;8,80795;9,5;10,0;5,6;8,5;8,8;10,0;0;2024;Topázio;Feminino;Pública;2013;8,4;11;1;0;Em fase
2;8,248346739;10,0;9,8;5,0;7,3;7,9;10,0;0;2024;Topázio;Feminino;Pública;2012;7,7;12;1;0;Em fase
2;7,051498913;8,0;8,0;7,5;5,0;6,3;10,0;0;2024;Ametista;Masculino;Pública;2012;6,4;12;1;1;Em fase
2;5,967732609;10,0;6,4;6,3;3,8;5,8;5,0;-2;2024;Quartzo;Masculino;Pública;2010;6,6;14;1;1;Moderada
2;8,075413959;10,0;8,1;7,5;7,0;7,7;10,0;0;2024;Topázio;Feminino;Pública;2013;7,5;11;1;0;Em fase
2;6,836033696;7,4;7,9;6,3;7,5;6,5;5,0;-1;2024;Agata;Masculino;Pública;2011;5,8;13;1;1;Moderada
2;6,721033333;8,0;6,7;6,3;4,3;7,1;10,0;0;2024;Agata;Masculino;Pública;2012;6,9;12;1;1;Em fase
2;9,171825;9,5;9,8;9,4;8,0;9,2;10,0;1;2024;Topázio;Feminino;Privada - Programa de Apadrinhamento;2014;8,9;10;0;0;Em fase
2;6,615766239;8,5;6,2;7,5;4,3;6,0;10,0;0;2024;Agata;Masculino;Pública;2012;7,2;12;1;1;Em fase
2;7,09445;8,5;8,9;7,5;5,5;7,0;5,0;-1;2024;Ametista;Masculino;Pública;2011;7,2;13;1;1;Moderada
2;7,930283696;9,2;8,7;7,5;8,3;7,9;5,0;-1;2024;Ametista;Masculino;Pública;2012;8,0;12;1;1;Moderada
2;7,648602174;8,5;7,5;7,5;7,0;7,2;10,0;0;2024;Ametista;Masculino;Pública;2012;7,2;12;1;1;Em fase
2;6,860721739;8,5;8,8;7,5;4,8;6,8;5,0;-1;2024;Agata;Feminino;Pública;2012;6,9;12;1;0;Moderada
2;5,2257;8,5;5,0;7,5;0,0;6,9;5,0;-1;2024;Quartzo;Masculino;Pública;2010;7,5;14;1;1;Moderada
2;7,311433696;9,5;7,9;7,5;6,5;5,7;10,0;0;2024;Ametista;Masculino;Pública;2013;5,8;11;1;1;Em fase
2;7,7542;9,0;10,0;6,3;7,0;7,9;5,0;-1;2024;Ametista;Feminino;Pública;2010;7,5;14;1;0;Moderada
2;6,738687578;9,0;7,7;5,6;5,0;7,4;5,0;-1;2024;Agata;Masculino;Pública;2011;7,5;13;1;1;Moderada
2;6,86547451;8,0;5,4;6,3;5,8;7,1;10,0;0;2024;Agata;Masculino;Pública;2013;7,9;11;1;1;Em fase
2;7,843291097;9,0;9,3;7,5;6,0;6,9;10,0;0;2024;Ametista;Masculino;Pública;2013;7,5;11;1;1;Em fase
2;7,229425673;8,0;8,2;7,5;4,0;7,2;10,0;0;2024;Ametista;Masculino;Pública;2012;7,9;12;1;1;Em fase
2;8,026743478;10,0;9,6;6,3;8,3;7,8;5,0;-1;2024;Topázio;Feminino;Pública;2011;7,7;13;1;0;Moderada
2;6,766893582;8,0;7,1;7,5;3,5;6,7;10,0;0;2024;Agata;Feminino;Pública;2013;7,5;11;1;0;Em fase
2;5,984228986;9,0;5,8;6,3;5,0;5,7;5,0;-1;2024;Quartzo;Masculino;Pública;2012;6,7;12;1;1;Moderada
2;7,847373913;8,0;8,0;7,5;7,5;7,2;10,0;0;2024;Ametista;Feminino;Pública;2013;7,5;11;1;0;Em fase
2;6,696419462;8,5;7,1;5,6;6,5;6,9;5,0;-1;2024;Agata;Masculino;Pública;2012;6,9;12;1;1;Moderada
2;7,372576812;8,5;9,6;6,3;7,8;6,3;5,0;-1;2024;Ametista;Feminino;Privada;2012;6,7;12;0;0;Moderada
2;7,5072;9,0;6,3;7,5;6,5;7,8;10,0;0;2024;Ametista;Masculino;Pública;2012;7,5;12;1;1;Em fase
2;7,93262236;9,5;8,4;6,3;7,3;7,4;10,0;0;2024;Ametista;Feminino;Pública;2013;7,5;11;1;0;Em fase
2;6,879985507;0,0;8,5;7,5;5,8;7,7;10,0;0;2024;Agata;Masculino;Pública;2013;7,5;11;1;1;Em fase
2;8,479020513;8,0;8,8;7,5;8,0;8,5;10,0;1;2024;Topázio;Masculino;Pública;2014;8,8;10;1;1;Em fase
2;8,51364617;8,0;9,1;6,3;8,8;8,7;10,0;0;2024;Topázio;Masculino;Pública;2013;7,7;11;1;1;Em fase
2;8,885745455;8,0;9,8;5,6;8,8;9,4;10,0;0;2024;Topázio;Feminino;Privada - Programa de Apadrinhamento;2013;9,4;11;0;0;Em fase
2;8,67845;8,0;10,0;6,3;7,5;9,2;10,0;0;2024;Topázio;Masculino;Pública;2013;9,1;11;1;1;Em fase
2;9,134040909;8,0;9,5;6,3;9,8;9,4;10,0;0;2024;Topázio;Feminino;Privada - Programa de Apadrinhamento;2012;9,7;12;0;0;Em fase
2;6,448416667;9,6;6,0;6,3;3,3;6,2;10,0;0;2024;Agata;Masculino;Pública;2012;7,8;12;1;1;Em fase
2;8,174593939;8,5;8,9;6,3;7,3;8,0;10,0;0;2024;Topázio;Masculino;Pública;2013;8,8;11;1;1;Em fase
2;6,378661324;8,5;7,8;7,5;4,0;5,9;5,0;-1;2024;Agata;Masculino;Pública;2012;7,2;12;1;1;Moderada
2;5,69870303;8,3;5,1;5,6;4,8;5,4;5,0;-1;2024;Quartzo;Feminino;Pública;2011;7,5;13;1;0;Moderada
2;6,570068687;8,0;4,3;7,5;6,3;5,8;10,0;0;2024;Agata;Feminino;Pública;2012;7,5;12;1;0;Em fase
2;8,76595;8,5;10,0;6,3;8,5;8,7;10,0;0;2024;Topázio;Masculino;Pública;2013;8,4;11;1;1;Em fase
2;5,874882353;0,0;6,8;7,5;4,3;5,8;10,0;0;2024;Quartzo;Feminino;Pública;2013;7,5;11;1;0;Em fase
2;8,48450303;9,0;8,3;7,5;8,3;8,2;10,0;0;2024;Topázio;Feminino;Pública;2013;8,8;11;1;0;Em fase
2;6,645260606;8,5;7,6;6,9;3,3;5,6;10,0;0;2024;Agata;Masculino;Pública;2012;8,1;12;1;1;Em fase
2;6,890966667;6,9;5,8;6,3;7,0;6,1;10,0;0;2024;Agata;Masculino;Pública;2012;8,1;12;1;1;Em fase
2;6,77997381;9,0;5,7;7,5;4,3;6,8;10,0;0;2024;Agata;Feminino;Pública;2012;7,8;12;1;0;Em fase
2;5,242378788;0,0;5,0;7,5;2,0;7,0;10,0;0;2024;Quartzo;Feminino;Pública;2012;6,9;12;1;0;Em fase
2;7,147881818;8,5;7,8;7,5;7,0;6,3;5,0;-1;2024;Ametista;Feminino;Pública;2011;8,1;13;1;0;Moderada
2;7,9148;8,4;9,3;6,9;6,5;7,1;10,0;0;2024;Ametista;Feminino;Pública;2012;8,1;12;1;0;Em fase
2;7,922106827;8,4;9,5;6,3;5,8;7,8;10,0;0;2024;Ametista;Masculino;Privada - Programa de Apadrinhamento;2014;8,4;10;0;1;Em fase
2;7,36045;9,5;8,3;6,9;3,5;7,6;10,0;0;2024;Ametista;Masculino;Pública;2013;8,4;11;1;1;Em fase
2;7,563515408;8,0;8,8;7,5;4,5;7,7;10,0;0;2024;Ametista;Feminino;Pública;2014;8,1;10;1;0;Em fase
2;7,27925;5,3;9,8;7,5;7,8;6,1;5,0;-1;2024;Ametista;Masculino;Pública;2012;7,8;12;1;1;Moderada
2;7,501724409;9,0;6,8;7,5;5,8;7,7;10,0;0;2024;Ametista;Feminino;Pública;2012;8,1;12;1;0;Em fase
2;8,04495;9,5;10,0;7,5;5,0;7,5;10,0;0;2024;Topázio;Feminino;Pública;2013;8,4;11;1;0;Em fase
2;7,83837029;8,0;7,9;7,5;6,0;8,3;10,0;0;2024;Ametista;Masculino;Privada;2014;8,4;10;0;1;Em fase
2;8,980235088;9,5;9,7;7,5;8,5;8,8;10,0;0;2024;Topázio;Masculino;Pública;2013;8,8;11;1;1;Em fase
2;8,863493478;9,5;8,8;6,3;9,3;8,8;10,0;0;2024;Topázio;Feminino;Pública;2013;9,1;11;1;0;Em fase
2;6,886091026;8,0;7,6;7,5;5,3;7,4;5,0;-1;2024;Agata;Feminino;Pública;2012;7,8;12;1;0;Moderada
2;8,496283333;8,0;9,8;7,5;7,3;8,5;10,0;0;2024;Topázio;Feminino;Pública;2013;8,4;11;1;0;Em fase
2;5,778986232;9,0;3,1;6,9;4,3;5,1;10,0;0;2024;Quartzo;Masculino;Pública;2012;7,2;12;1;1;Em fase
2;7,052457703;8,5;8,2;7,5;5,3;7,3;5,0;-1;2024;Ametista;Feminino;Pública;2012;7,9;12;1;0;Moderada
2;6,597315152;9,2;4,8;7,5;7,3;6,7;5,0;-1;2024;Agata;Masculino;Pública;2012;6,7;12;1;1;Moderada
2;6,380227911;8,0;4,9;7,5;5,3;5,6;10,0;0;2024;Agata;Masculino;Pública;2012;6,9;12;1;1;Em fase
2;7,347388038;6,8;6,1;7,5;7,0;7,4;10,0;0;2024;Ametista;Feminino;Pública;2012;8,1;12;1;0;Em fase
2;6,9917;7,5;10,0;7,5;2,8;7,7;5,0;-1;2024;Agata;Feminino;Pública;2011;9,0;13;1;0;Moderada
2;7,971648485;7,4;9,1;7,5;7,5;7,1;10,0;0;2024;Ametista;Masculino;Pública;2013;7,5;11;1;1;Em fase
2;7,685321212;7,5;6,2;7,5;7,8;7,8;10,0;0;2024;Ametista;Feminino;Pública;2012;8,3;12;1;0;Em fase
2;7,36189697;8,0;6,9;7,5;5,5;7,7;10,0;0;2024;Ametista;Feminino;Pública;2013;7,9;11;1;0;Em fase
2;8,929745455;7,0;9,8;7,5;9,3;8,8;10,0;0;2024;Topázio;Feminino;Privada - Programa de Apadrinhamento;2013;9,2;11;0;0;Em fase
2;6,057060606;7,5;4,6;5,6;6,8;6,9;5,0;-1;2024;Agata;Feminino;Pública;2012;5,8;12;1;0;Moderada
2;6,746487879;8,5;5,7;7,5;5,0;5,9;10,0;0;2024;Agata;Feminino;Pública;2013;8,1;11;1;0;Em fase
2;6,719917172;9,5;7,5;7,5;3,8;6,9;5,0;-1;2024;Agata;Masculino;Pública;2011;8,8;13;1;1;Moderada
2;6,402239075;9,0;6,9;7,5;4,5;5,8;5,0;-1;2024;Agata;Masculino;Pública;2012;8,1;12;1;1;Moderada
2;7,502239394;7,4;8,4;7,5;5,3;7,6;10,0;0;2024;Ametista;Feminino;Pública;2012;7,7;12;1;0;Em fase
2;9,01500303;9,5;9,1;7,5;9,5;8,7;10,0;0;2024;Topázio;Masculino;Pública;2013;8,5;11;1;1;Em fase
2;4,674365368;6,8;3,5;7,5;4,8;2,9;5,0;-1;2024;Quartzo;Masculino;Pública;2012;5,0;12;1;1;Moderada
2;7,702648485;7,9;9,1;7,5;5,3;7,5;10,0;0;2024;Ametista;Feminino;Pública;2012;7,9;12;1;0;Em fase
2;7,151855844;8,0;8,4;7,5;3,5;7,9;10,0;0;2024;Ametista;Feminino;Pública;2013;6,5;11;1;0;Em fase
2;7,831797403;7,5;7,0;7,5;8,8;6,7;10,0;0;2024;Ametista;Masculino;Pública;2013;8,3;11;1;1;Em fase
2;5,046077056;6,9;4,4;7,5;5,0;3,8;5,0;-1;2024;Quartzo;Masculino;Pública;2012;4,6;12;1;1;Moderada
2;4,804862338;8,0;4,2;7,5;4,5;3,0;5,0;-1;2024;Quartzo;Masculino;Pública;2012;4,2;12;1;1;Moderada
2;8,180420779;7,5;7,2;7,5;9,3;8,2;10,0;0;2024;Topázio;Feminino;Pública;2013;7,5;11;1;0;Em fase
2;7,560230303;8,5;6,5;7,5;7,5;7,4;10,0;0;2024;Ametista;Masculino;Pública;2013;6,7;11;1;1;Em fase
2;9,464745454;10,0;9,8;7,5;10,0;9,0;10,0;0;2024;Topázio;Feminino;Pública;2013;9,6;11;1;0;Em fase
2;9,154866667;9,5;10,0;7,5;9,0;8,9;10,0;0;2024;Topázio;Feminino;Pública;2013;8,8;11;1;0;Em fase
2;8,921707764;10,0;9,3;7,5;8,8;8,6;10,0;0;2024;Topázio;Feminino;Pública;2013;8,4;11;1;0;Em fase
2;6,57279265;9,5;7,5;7,5;5,8;5,6;5,0;-1;2024;Agata;Feminino;Pública;2011;5,9;13;1;0;Moderada
2;6,808935507;7,5;6,8;7,5;6,8;6,9;5,0;-1;2024;Agata;Masculino;Pública;2011;7,2;13;1;1;Moderada
2;6,712378054;8,0;8,5;6,3;4,0;7,7;5,0;-1;2024;Agata;Feminino;Privada;2012;7,5;12;0;0;Moderada
2;8,10445;9,5;10,0;7,5;5,5;7,6;10,0;0;2024;Topázio;Feminino;Pública;2014;7,8;10;1;0;Em fase
2;6,639761077;7,5;7,5;7,5;6,3;6,3;5,0;-1;2024;Agata;Feminino;Pública;2010;6,3;14;1;0;Moderada
2;8,236616667;9,0;10,0;7,5;9,0;7,8;5,0;-1;2024;Topázio;Masculino;Pública;2011;7,2;13;1;1;Moderada
2;6,550917172;8,5;7,5;7,5;3,8;7,2;5,0;-1;2024;Agata;Feminino;Pública;2012;7,5;12;1;0;Moderada
2;7,520576263;9,0;8,0;7,5;5,5;7,3;10,0;0;2024;Ametista;Feminino;Pública;2012;7,2;12;1;0;Em fase
2;8,061295238;10,0;9,5;7,5;6,0;7,3;10,0;0;2024;Topázio;Feminino;Pública;2013;7,5;11;1;0;Em fase
2;8,240330435;9,0;8,7;7,5;8,0;7,5;10,0;0;2024;Topázio;Masculino;Pública;2013;7,5;11;1;1;Em fase
2;5,832133333;6,4;6,7;6,3;3,5;6,7;5,0;-1;2024;Quartzo;Feminino;Pública;2012;6,9;12;1;0;Moderada
2;8,518457764;9,0;9,3;7,5;8,0;7,9;10,0;0;2024;Topázio;Masculino;Pública;2013;8,1;11;1;1;Em fase
2;8,652552484;10,0;7,8;7,5;9,0;8,5;10,0;1;2024;Topázio;Masculino;Pública;2014;8,4;10;1;1;Em fase
3;7,085994577;9,2;6,4;7,5;6,5;5,8;10,0;0;2024;Ametista;Feminino;Pública;2011;6,9;13;1;0;Em fase
3;7,922281328;7,5;7,3;8,8;6,3;8,9;10,0;0;2024;Ametista;Feminino;Privada;2011;7,8;13;0;0;Em fase
3;3,835477657;8,3;3,9;2,5;0,0;3,1;10,0;0;2024;Quartzo;Masculino;Pública;2011;3,4;13;1;1;Em fase
3;6,726607508;10,0;5,3;6,3;5,7;6,2;10,0;0;2024;Agata;Masculino;Privada;2011;6,7;13;0;1;Em fase
3;7,217066033;9,6;5,4;9,4;4,7;7,5;10,0;3;2024;Ametista;Feminino;Privada;2011;8,0;13;0;0;Em fase
3;5,881225668;9,6;5,2;9,4;3,2;6,8;2,5;-3;2024;Quartzo;Feminino;Pública;2008;7,0;16;1;0;Severa
3;6,240744444;9,2;4,3;9,4;4,7;6,7;5,0;-1;2024;Agata;Masculino;Pública;2009;7,5;15;1;1;Moderada
3;5,721382143;7,1;5,7;9,4;1,8;6,6;5,0;-1;2024;Quartzo;Feminino;Pública;2009;7,7;15;1;0;Moderada
3;8,074015455;9,6;8,1;9,4;6,5;7,5;10,0;0;2024;Topázio;Masculino;Pública;2010;7,5;14;1;1;Em fase
3;9,417137302;9,2;9,4;9,4;9,7;9,2;10,0;0;2024;Topázio;Feminino;Privada - Programa de Apadrinhamento;2012;9,1;12;0;0;Em fase
3;7,479598365;8,3;7,8;8,1;6,3;6,5;10,0;0;2024;Ametista;Feminino;Pública;2011;7,0;13;1;0;Em fase
3;6,907110965;8,8;7,7;5,6;3,7;7,5;10,0;0;2024;Agata;Feminino;Pública;2012;7,0;12;1;0;Em fase
3;7,210222118;9,6;5,6;8,8;4,8;7,5;10,0;3;2024;Ametista;Masculino;;2009;8,0;15;0;1;Em fase
3;7,36808429;9,2;5,5;8,8;6,2;7,3;10,0;1;2024;Ametista;Feminino;Privada;2012;7,8;12;0;0;Em fase
3;7,761749603;10,0;9,1;2,5;6,2;8,3;10,0;0;2024;Ametista;Masculino;Pública;2012;8,0;12;1;1;Em fase
3;5,70242601;5,8;3,8;8,1;4,7;5,5;10,0;0;2024;Quartzo;Feminino;Pública;2011;5,2;13;1;0;Em fase
3;6,913936532;7,9;8,4;8,8;2,7;6,6;10,0;0;2024;Agata;Feminino;Pública;2011;7,2;13;1;0;Em fase
3;7,464325;10,0;8,9;10,0;3,2;6,7;10,0;1;2024;Ametista;Feminino;Pública;2013;7,0;11;1;0;Em fase
